Date and Time Started,2022-Apr-20 16:32:09
Scan Name,UF MGT builder eyescan
Dwell,BER
Dwell BER,1e-6
Dwell Time,0
Horizontal Increment,1
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,2
Vertical Range,100%
Scan Start
2d statistical,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
127,2.66143,5.34369,2.6068,5.43408,2.38378,5.84716,1.66502,6.2773,1.18542,6.00137,0.577971,5.60703,0.10357,5.35417,0.00899392,5.33325,0.000295008,5.33847,7.62951e-06,5.31767,1.27159e-06,5.31767,1.27159e-06,5.33847,1.27159e-06,5.33847,1.27159e-06,5.32805,1.27159e-06,5.32286,1.27159e-06,5.34892,1.27159e-06,5.39649,1.27159e-06,5.30218,1.27159e-06,5.36469,1.27159e-06,5.40718,4.06907e-05,5.33325,0.00085069,5.35417,0.00951781,5.3125,0.0758907,5.3125,0.286109,5.33847,0.617719,5.35417,1.00891,5.32286,1.45672,5.33325,1.87286,5.33847,1.98519,5.31767,2.51671,5.34892,2.65367,5.32286,2.66532
125,5.33325,2.65625,5.39649,2.41008,5.72458,1.99973,6.10196,1.384,6.27009,0.887864,5.7669,0.231154,5.43408,0.0271013,5.33847,0.00143562,5.32805,2.79749e-05,5.32805,1.27159e-06,5.32286,1.27159e-06,5.31767,1.27159e-06,5.33325,1.27159e-06,5.32286,1.27159e-06,5.33847,1.27159e-06,5.34369,1.27159e-06,5.44492,1.27159e-06,5.44492,1.27159e-06,5.34892,1.27159e-06,5.38054,2.54317e-06,5.38585,0.000114443,5.30734,0.00283818,5.33325,0.022062,5.33325,0.124889,5.33325,0.445235,5.32805,0.695435,5.34369,1.32266,5.31767,1.59873,5.33325,2.01522,5.31767,2.46335,5.33847,2.64852,5.3125,2.66143,5.3125
123,2.66013,5.36469,2.60556,5.60128,2.22364,6.06806,1.65092,6.33556,1.14588,5.98821,0.405981,5.39116,0.0823428,5.39116,0.00670507,5.32286,0.00012843,5.33325,1.27159e-06,5.34892,1.27159e-06,5.30734,1.27159e-06,5.33847,1.27159e-06,5.33325,1.27159e-06,5.31767,1.27159e-06,5.31767,1.27159e-06,5.34369,1.27159e-06,5.42329,1.27159e-06,5.43949,1.27159e-06,5.35942,1.27159e-06,5.40718,1.14443e-05,5.32805,0.000432339,5.31767,0.00535592,5.33325,0.0461509,5.34369,0.223327,5.34369,0.678416,5.3125,0.90418,5.34369,1.35616,5.31767,1.82651,5.3125,2.2373,5.32286,2.48013,5.32805,2.65367,5.32286,2.66663
121,5.34369,2.62182,5.38054,2.32592,5.80984,1.90953,6.24143,1.26829,6.19189,0.797845,5.6128,0.192848,5.34892,0.0182918,5.33325,0.000776939,5.33325,1.78022e-05,5.32286,1.27159e-06,5.33325,1.27159e-06,5.34369,1.27159e-06,5.33847,1.27159e-06,5.35417,1.27159e-06,5.32805,1.27159e-06,5.32805,1.27159e-06,5.38054,1.27159e-06,5.48318,1.27159e-06,5.34369,1.27159e-06,5.37525,1.27159e-06,5.36469,4.19623e-05,5.32805,0.00130465,5.31767,0.0156354,5.33325,0.0879783,5.33847,0.353319,5.34369,0.922664,5.31767,1.2751,5.32286,1.54055,5.3125,1.6742,5.33847,2.47004,5.3125,2.61304,5.33325,2.64595,5.30734
119,2.66402,5.33847,2.5354,5.55005,2.20567,6.12935,1.70292,6.30629,1.05552,6.08157,0.337447,5.59554,0.058409,5.32805,0.00379695,5.32286,9.02825e-05,5.33325,2.28885e-05,5.28679,1.27159e-06,5.32805,1.27159e-06,5.34369,1.27159e-06,5.32805,1.27159e-06,5.32805,1.27159e-06,5.31767,1.27159e-06,5.33325,1.27159e-06,5.42868,1.27159e-06,5.35942,1.27159e-06,5.36996,1.27159e-06,5.34892,7.62951e-06,5.36469,0.000198367,5.34369,0.00314844,5.37525,0.0303833,5.33325,0.17157,5.35417,0.502692,5.35417,0.899267,5.36469,1.35751,5.31767,1.63854,5.35942,2.15349,5.33847,2.5413,5.33847,2.64724,5.31767,2.66923
117,5.35942,2.63447,5.48318,2.45891,5.89768,1.81316,6.22719,1.25201,6.13624,0.685484,5.49975,0.134365,5.36996,0.0127349,5.31767,0.000501005,5.33325,2.79749e-05,5.29704,1.27159e-06,5.32805,1.27159e-06,5.35942,1.27159e-06,5.33325,1.27159e-06,5.32805,1.27159e-06,5.33325,1.27159e-06,5.33847,1.27159e-06,5.34369,1.27159e-06,5.46672,1.27159e-06,5.35417,1.27159e-06,5.39116,2.54317e-06,5.34369,1.5259e-05,5.34369,0.000544238,5.31767,0.00862516,5.31767,0.0626052,5.33847,0.263969,5.30734,0.631139,5.36996,1.2008,5.33325,1.26652,5.33325,1.94628,5.3125,2.33187,5.35417,2.62686,5.32286,2.66013,5.31767
115,2.65238,5.34892,2.48691,5.6128,2.08365,6.16394,1.47921,6.34292,0.815112,5.95556,0.300895,5.36996,0.0394802,5.32286,0.00228122,5.32286,6.99372e-05,5.33847,1.27159e-06,5.32805,1.27159e-06,5.34892,1.27159e-06,5.3125,1.27159e-06,5.34369,1.27159e-06,5.33325,1.27159e-06,5.31767,1.27159e-06,5.34892,1.27159e-06,5.38054,1.27159e-06,5.41254,1.27159e-06,5.34892,1.27159e-06,5.38585,1.27159e-06,5.35417,6.35793e-05,5.33847,0.00135424,5.30218,0.0204395,5.32286,0.114192,5.31767,0.428838,5.32286,1.01059,5.33325,1.2923,5.34892,1.57703,5.34369,1.78764,5.33325,2.53894,5.32286,2.64084,5.34892,2.6784
113,5.36469,2.58215,5.48318,2.35602,5.88497,1.7941,6.32822,1.23502,5.96206,0.490546,5.51641,0.110493,5.34892,0.00915668,5.32286,0.000284835,5.33325,7.62951e-06,5.34892,1.27159e-06,5.32286,1.27159e-06,5.33847,1.27159e-06,5.33325,1.27159e-06,5.32805,1.27159e-06,5.32286,1.27159e-06,5.34369,1.27159e-06,5.33325,1.27159e-06,5.40183,1.27159e-06,5.29191,1.27159e-06,5.32805,1.27159e-06,5.32286,5.08634e-06,5.34369,0.000246688,5.32286,0.00444928,5.31767,0.0429821,5.30734,0.202494,5.33847,0.706592,5.33325,1.01832,5.34369,1.47243,5.35417,1.51955,5.33847,2.34892,5.3125,2.53894,5.34369,2.66273,5.32286
111,2.64339,5.46125,2.51439,5.6888,2.03626,6.12248,1.42517,6.2773,0.864122,5.96858,0.230793,5.39116,0.0303171,5.32805,0.00145215,5.31767,3.56044e-05,5.32286,1.27159e-06,5.30218,1.27159e-06,5.31767,1.27159e-06,5.33325,1.27159e-06,5.32286,1.27159e-06,5.3125,1.27159e-06,5.28167,1.27159e-06,5.35942,1.27159e-06,5.37525,1.27159e-06,5.42329,1.27159e-06,5.35417,1.27159e-06,5.36996,1.27159e-06,5.34892,3.0518e-05,5.32286,0.000867221,5.30734,0.0115231,5.3125,0.0800387,5.32286,0.288558,5.32805,0.721052,5.32805,1.25258,5.31767,1.58942,5.32805,1.87995,5.32286,2.45891,5.32286,2.63193,5.33325,2.68762
109,5.38054,2.56638,5.48869,2.0781,6.06132,1.66807,6.30629,1.15606,6.12935,0.488484,5.69473,0.0809122,5.33847,0.0061799,5.33847,0.000167849,5.33325,1.14443e-05,5.33847,1.27159e-06,5.32805,1.27159e-06,5.36469,1.27159e-06,5.32286,1.27159e-06,5.32805,1.27159e-06,5.3125,1.27159e-06,5.33325,1.27159e-06,5.33325,1.27159e-06,5.43408,1.27159e-06,5.32805,1.27159e-06,5.30734,1.27159e-06,5.33847,1.27159e-06,5.33325,8.51962e-05,5.32805,0.00261056,5.33847,0.0284428,5.30734,0.148974,5.33847,0.426494,5.32805,0.845133,5.34892,1.4032,5.32805,1.58803,5.33847,2.19769,5.32286,2.56879,5.28167,2.64981,5.32805
