Date and Time Started,2022-Apr-20 16:21:50
Scan Name,UF MGT builder eyescan
Dwell,BER
Dwell BER,1e-6
Dwell Time,0
Horizontal Increment,1
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,2
Vertical Range,100%
Scan Start
2d statistical,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
127,1.5617,2.31017,2.09645,1.25604,1.77717,2.47451,1.06978,1.71683,2.47788,1.93524,1.81618,1.68038,1.48848,1.24601,2.55079,1.90354,1.81981,1.82956,1.3084,1.74203,1.09995,1.76739,2.79348,1.54535,3.63115,2.49714,3.94314,2.12997,2.11512,1.90487,2.73062,1.73318,1.7136,1.86773,2.05233,2.39423,2.16888,4.06343,2.28218,2.13999,1.58757,3.14769,3.74828,1.73428,2.79634,1.62151,2.0056,3.76119,2.54841,2.48691,3.76898,3.82708,2.55199,2.15689,4.27998,2.90338,1.23782,2.00929,1.81558,1.72062,1.1354,1.76511,2.79777,2.30238,1.55414
125,1.85316,2.96968,1.73538,2.12914,1.61959,1.85567,1.3147,1.29077,1.26476,1.93456,1.66198,1.31154,1.45984,2.36009,1.64149,1.90686,1.80418,1.57113,1.65744,1.94558,3.25074,4.61644,1.96731,2.03854,2.07889,1.65744,2.24835,2.29464,1.29752,1.65442,2.44351,2.32394,2.06553,1.91825,1.9968,1.35046,1.6887,2.61805,4.18808,3.35252,2.12831,2.6006,2.51555,1.92773,2.92202,3.27217,1.53148,3.46526,2.87434,2.11022,4.1217,2.21642,2.05387,2.28887,2.74022,1.76625,2.69292,1.84689,2.27552,2.57,1.9666,2.0056,2.14925,2.22545,1.93045
123,1.55591,2.13164,2.12914,1.71954,2.24835,1.58389,1.54229,2.96646,1.23642,1.2234,1.41924,1.78531,2.62056,1.80716,1.36327,1.41777,3.18626,1.45672,2.04771,1.99534,1.73428,2.00413,2.90492,1.9042,4.05438,3.68505,2.62686,2.22002,2.54012,2.58827,2.66663,2.37549,3.56478,2.13748,1.75716,2.84292,1.72715,4.00385,2.14335,1.72879,2.71434,2.32295,3.92613,3.43691,2.60307,2.57606,3.57646,2.389,3.23151,3.49408,3.03066,4.27662,2.61679,2.31507,1.89167,2.42614,2.27363,3.26435,2.39844,2.46224,2.68762,2.28983,2.11594,1.62731,2.02044
121,2.56036,1.62877,1.70664,1.67626,1.43002,1.7894,1.39638,2.41969,1.98519,1.24007,1.88775,0.766061,2.04159,1.77026,1.62779,1.70824,1.61623,2.39844,3.1136,3.46087,1.47841,2.15349,2.06474,1.75942,1.862,2.08604,1.98375,2.10778,1.74816,2.39004,2.20212,1.73043,1.98159,2.02343,1.75603,2.05852,2.40478,2.03702,2.1758,1.97299,2.39109,2.10372,2.30725,4.53592,2.54722,1.65593,3.19745,3.18626,2.72926,1.74537,1.71791,3.83246,3.34841,3.03571,1.93456,4.21393,2.06396,2.56036,2.46002,2.41221,1.66909,1.49052,2.25952,1.85441,1.48646
119,1.54447,1.33756,1.62247,1.52506,1.74928,1.69604,2.23638,2.18976,1.0916,2.15434,1.83695,1.94351,1.9042,1.71199,1.13587,2.11022,1.78881,1.32619,2.11104,2.43697,1.66046,1.7941,2.37446,1.74816,2.48465,3.66527,2.4283,1.65142,2.71975,3.15497,2.80352,2.16544,2.1333,2.36725,2.16716,3.44124,2.36009,1.81437,2.07258,1.73759,2.33487,2.52836,1.36634,1.47005,1.87029,1.6809,4.05739,2.07179,3.1733,2.85332,2.15689,4.23025,3.3341,2.20123,1.91892,1.50158,2.12252,2.47788,1.46493,2.11594,2.29272,2.54367,2.87586,2.62434,3.11715
117,2.05619,1.79824,1.74036,1.52891,1.52336,1.366,1.72116,1.51575,3.40265,1.60342,1.52506,1.44746,1.56617,1.50697,2.18888,1.74928,1.55193,2.34892,1.70664,2.1845,2.40584,1.26418,1.93387,2.15264,1.3833,2.81798,1.94558,2.22273,2.32295,2.33187,2.80064,3.32597,2.76239,2.30238,2.0781,2.19063,2.02119,3.78203,1.88189,1.88905,3.23726,2.25021,3.47187,2.56156,3.69003,3.48072,2.1308,3.79253,2.62686,4.71204,3.31588,2.78635,2.22183,2.319,3.42828,2.35907,1.84502,1.54229,1.90487,2.56758,2.15264,2.84588,2.73336,2.77503,2.85034
115,1.83263,3.49185,1.46453,3.05268,1.9122,1.57023,1.67935,1.82224,1.91421,1.48605,1.76454,3.40265,1.81196,1.53363,1.28894,1.61146,1.66552,1.73098,1.49255,2.54012,2.76379,1.60531,2.1603,2.16802,2.44133,2.46558,1.37425,2.57,2.22092,1.98375,3.22769,2.37549,4.15304,2.95203,2.92202,2.07258,3.1844,2.19946,3.9205,2.20123,3.48294,2.00119,2.85034,1.72442,3.55782,3.07849,3.24881,3.40689,2.49486,3.02227,2.85332,2.23547,1.83695,2.09323,2.1333,2.09645,2.05156,1.61051,2.05774,2.37859,1.96731,2.35602,2.44461,1.56438,3.16045
113,1.98663,2.82381,2.11512,1.55503,1.77717,1.95114,2.07415,1.75377,1.56932,1.52891,2.15774,2.55796,1.45285,1.49952,1.34613,1.81618,1.34646,1.49746,1.72171,2.15264,3.35252,1.30371,1.95045,2.22002,2.21193,1.88124,2.79921,2.47901,2.61179,3.19185,3.47408,2.19592,1.62151,3.80575,2.34489,2.24005,3.21061,3.82708,1.68297,1.8519,3.60955,3.09244,1.71038,3.07503,2.33088,2.53422,2.97941,3.69253,4.39714,2.84588,2.49828,2.60805,2.14083,3.22198,3.38158,2.11431,1.67729,2.00781,2.47227,2.24466,2.01522,1.80061,2.76659,2.07494,3.38577
111,3.14951,1.59592,1.79175,1.55769,1.33429,1.9042,1.73538,3.37114,2.00929,2.10291,1.17169,1.44134,1.83141,1.34183,1.4513,1.77141,1.53191,1.42965,1.50282,2.18275,1.49459,2.28027,1.62441,1.91825,2.34187,3.06812,3.53937,2.49828,1.92909,1.88905,2.1845,2.35297,2.10615,1.60154,4.06343,2.1501,2.1333,2.57971,4.369,1.79942,2.0781,2.81363,2.39214,3.45212,3.59293,2.68103,2.01448,2.23364,3.3774,2.75821,2.51439,3.40265,3.59057,1.60625,0.963863,2.93932,1.65492,1.9122,2.01151,2.37239,2.59936,2.05619,2.55676,2.0393,2.36213
109,2.21732,2.20478,1.77602,2.08445,1.48122,1.58988,1.54491,1.41118,1.72062,1.47961,2.03854,1.72279,1.80358,2.21014,1.56707,1.66756,2.66663,1.95954,1.93868,2.37342,1.96166,2.21372,2.25021,2.12583,2.40055,2.72246,2.16373,2.99083,4.43643,1.93319,1.70717,2.26326,1.99388,1.91287,2.20034,2.125,4.1062,4.08165,1.83325,2.355,2.49372,2.05233,2.01003,3.84866,3.40902,3.91207,4.3002,2.21732,3.56711,1.70451,1.56393,2.46446,2.84737,3.89811,2.93143,2.9409,1.62974,2.46335,1.95814,2.03247,2.69027,2.21642,2.57,1.75603,2.37859
